code,ISO3V10,Country,Regions,GDPCAP,GDPgroup,Population,Landarea,Landlock,No_forest,No_electricity,No_AZE,EPI,EH,EV,EHEH,EHAIR,EHWATER,EVAIR,EVWATER,EVBH,EVAG,EVFOREST,EVFISH,CLIMATE,CHMORT_pt,INDOOR_pt,PM25_pt,WATSUP_pt,ACSAT_pt,SO2CAP_pt,SO2GDP_pt,WATUSE_pt,PACOV_pt,MPAEEZ_pt,AZE_pt,AGSUB_pt,POPs_pt,FORGRO_pt,FORLOSS_pt,FORCOV_pt,FSOC_pt,TCEEZ_pt,CO2CAP_pt,CO2GDP_pt,CO2KWH_pt,RENEW_pt,CHMORT_mrya,INDOOR_mrya,PM25_mrya,WATSUP_mrya,ACSAT_mrya,SO2CAP_mrya,SO2GDP_mrya,WATUSE_mrya,PACOV_mrya,MPAEEZ_mrya,AZE_mrya,AGSUB_mrya,POPs_mrya,FORGRO_mrya,FORLOSS_mrya,FORCOV_mrya,FSOC_mrya,TCEEZ_mrya,CO2CAP_mrya,CO2GDP_mrya,CO2KWH_mrya,RENEW_mrya,WATSUPINV,ACSATINV,WATUSEINV,FORCOVINV,FORGROINV,CHMORT_tr,INDOOR_tr,PM25_tr,WATSUP_tr,ACSAT_tr,SO2CAP_tr,SO2GDP_tr,WATUSE_tr,MPAEEZ_tr,AGSUB_tr,FORGRO_tr,FORLOSS_tr,FORCOV_tr,FSOC_tr,TCEEZ_tr,CO2CAP_tr,CO2GDP_tr,CO2KWH_tr
434,LBY,Libyan Arab Jamahiriya,Middle East & North Africa,15361.16,Upper,6355112,1622790.07,0,1,0,,37.68,77.42,20.65,84.31,100.00,41.05,41.46,17.66,5.10,0.00,100.00,62.29,20.29,84.31,100,100,12.14,69.96,34.66,48.26,17.66,0.65,27.89,..,..,0.00,100.00,..,100.00,72.24,52.35,33.50,24.46,0.00,0.00,0.0018,0,7.82,54,97,13.14,0.94,-9.625,0.11,0.00547348,-7777,-9999,0,1.000,-8888,1.000,0.16,0.003147,7795.74,0.71,871.62,0.00,46,3,9.625,0.0000,0.0000,-6.17,-2.30,2.88,3.85,1.39,2.60,0.01,2.26,-5.21,..,-7.80,..,-8.56,-1.45,-5.76,8.97,-0.28,6.77
662,LCA,Saint Lucia,Americas,8363.74,Middle,174000,618.06,0,0,0,,..,78.20,..,70.17,100.00,72.45,..,67.82,53.65,0.00,80.13,45.67,..,70.17,100,..,74.93,69.96,..,..,67.82,61.76,37.01,99.86,..,0.00,..,40.39,100.00,24.22,67.11,..,..,..,..,0.0038,0,-9999,98,97,-9999,-9999,-0.125,10.50,0.01415289,99.86,-9999,0,-8888,0.21,1.000,0.57,0.000620,-9999,-9999,-9999,-9999,2,3,0.125,0.0000,..,-5.50,-2.30,..,1.10,1.39,..,..,-2.08,-4.26,..,..,-1.54,-8.56,-0.44,-7.39,..,..,..
438,LIE,Liechtenstein,Europe,134171.99,Upper,36032,160.41,1,0,0,,..,..,..,..,100.00,..,..,..,77.71,1.45,95.32,..,..,..,100,..,..,..,..,..,..,77.71,..,..,2.17,0.00,100.00,85.95,100.00,..,..,..,..,..,..,-9999,0,-9999,-9999,-9999,-9999,-9999,-8888,13.21,-7777,-7777,1.1887,0,1.000,0.03,1.000,-7777,-7777,-9999,-9999,-9999,-9999,..,..,..,0.0000,0.0000,..,-2.30,..,..,..,..,..,..,..,0.17,-7.80,-3.35,-8.56,..,..,..,..,..
144,LKA,Sri Lanka,Asia & Pacific,4555.04,Middle,20859949,66264.46,0,0,0,,55.72,66.54,51.08,83.33,51.80,47.69,36.46,12.33,49.72,87.88,49.29,50.03,67.80,83.33,3.59,100,45.28,50.11,42.15,30.77,12.33,85.24,51.22,33.34,100,63.64,28.23,94.40,25.25,29.80,70.26,100,73.20,8.18,39.71,0.0019,78,4.43,90,91,8.31,2.36,-15.265,14.49,0.06216156,33.34,-0.0363,14,0.934,0.02,0.962,0.50,0.000438,623.47,0.12,460.34,39.69,10,9,15.265,0.0378,0.0659,-6.12,4.36,2.67,2.40,2.30,2.15,0.89,2.73,-2.78,-7.48,-2.71,-3.69,-3.27,-0.56,-7.73,6.48,-1.74,6.13
426,LSO,Lesotho,Sub-Saharan Africa,1385.80,Lower,2171318,30650.61,1,1,0,,..,30.95,..,24.65,52.48,22.03,..,40.38,1.41,0.00,100.00,..,..,24.65,4.95,100,36.73,7.33,..,..,40.38,1.41,..,..,..,0.00,..,100.00,100.00,..,..,..,..,..,..,0.0350,71,4.82,85,29,-9999,-9999,-1.347,0.24,-7777,-7777,-9999,0,-8888,0.00,1.023,-7777,-7777,-9999,-9999,-9999,-9999,15,71,1.347,0.0000,..,-3.34,4.26,2.70,2.77,4.28,..,..,0.30,..,..,..,-5.30,-8.56,..,..,..,..,..
440,LTU,Lithuania,Europe,15390.82,Upper,3320656,64747.57,0,0,0,,65.50,83.28,57.88,74.13,100.00,84.88,42.75,42.26,86.06,50.16,100.00,24.64,44.67,74.13,100,100,96.37,73.40,35.76,49.75,42.26,85.76,90.94,..,29.78,90.91,100.00,100.00,100.00,20.42,28.86,60.42,53.12,28.21,4.67,0.0031,0,6.24,99.83,97.59,12.28,0.86,-1.144,14.58,3.89318027,-7777,0.1368,20,1.176,0.01,1.018,0.63,0.041720,3709.44,0.27,103.63,3.97,0,2,1.144,0.0000,0.0000,-5.68,-2.30,2.79,0.16,1.23,2.53,-0.06,0.13,1.36,-1.99,-7.80,-4.20,-8.56,-0.36,-3.18,8.23,-1.14,4.65
442,LUX,Luxembourg,Europe,71161.79,Upper,505831,2592.98,1,0,0,,69.20,100.00,56.00,100.00,100.00,100.00,62.53,35.20,100.00,14.81,95.32,..,19.76,100,100,..,100,100,43.34,81.73,35.20,100,..,..,22.22,0.00,100.00,85.95,100.00,..,..,0.00,47.63,12.12,8.51,0.0007,0,-9999,100,100,7.72,0.11,-2.108,17.00,-7777,-7777,0.2476,0,1.000,0.03,1.000,-7777,-7777,20098.30,0.33,343.43,6.00,0,0,2.108,0.0000,0.0000,-6.91,-2.30,..,0.00,0.00,2.08,-1.67,0.75,..,-1.39,-7.80,-3.35,-8.56,..,..,9.91,-0.97,5.84
428,LVA,Latvia,Europe,12938.02,Middle,2242916,64385.35,0,0,0,,70.37,73.81,68.90,85.35,66.41,58.12,74.41,54.18,96.97,51.78,93.22,29.11,56.32,85.35,32.82,100,84.18,32.06,67.91,80.90,54.18,100,86.37,..,34.48,86.36,100.00,79.65,100.00,19.66,38.56,68.16,55.27,23.61,63.85,0.0017,10,4.45,99,78,1.57,0.12,-0.407,17.00,2.41859678,-7777,0.0945,19,1.057,0.04,1.017,0.64,0.014353,2994.13,0.25,146.00,62.97,1,22,0.407,0.0000,0.0000,-6.21,2.34,2.67,0.69,3.14,0.61,-1.63,-0.90,0.88,-2.35,-7.80,-3.10,-8.56,-0.35,-4.24,8.01,-1.20,4.99
446,MAC,Macao,Asia & Pacific,55318.72,Upper,543656,27.75,0,0,0,,..,..,..,91.43,..,..,..,..,0.00,0.00,..,24.63,..,91.43,..,..,..,..,..,..,..,0.00,..,..,..,0.00,..,..,..,49.25,0.00,..,..,..,..,0.0012,-9999,-9999,-9999,-9999,-9999,-9999,-8888,0.00,-9999,-7777,-9999,0,-9999,-9999,-9999,0.31,153.452788,-9999,-9999,-9999,-9999,..,..,..,..,..,-6.50,..,..,..,..,..,..,..,..,..,..,..,..,-0.97,5.03,..,..,..
504,MAR,Morocco,Middle East & North Africa,4218.97,Middle,31951412,406797.78,0,0,0,,45.76,60.29,39.53,71.78,69.33,28.27,31.57,9.03,22.34,75.26,76.53,23.47,57.05,71.78,38.65,100,31.64,24.90,37.57,25.58,9.03,9.06,65.27,0.00,71.98,81.82,71.22,58.38,100.00,43.32,3.62,98.36,56.75,4.48,13.97,0.0035,7,6.18,81,69,11.00,3.09,-20.307,1.54,0.26866244,0.00,0.0045,18,0.979,0.10,1.010,0.36,0.671518,1291.00,0.24,606.05,13.97,19,31,20.307,0.0000,0.0209,-5.57,1.94,2.78,3.00,3.47,2.42,1.15,3.01,-1.31,-5.28,-3.85,-2.25,-8.56,-0.84,-0.40,7.19,-1.25,6.41
492,MCO,Monaco,Europe,29556.00,Upper,35407,2.49,0,1,0,,..,..,..,..,100.00,..,..,..,100.00,13.64,..,13.13,..,..,100,..,..,..,..,..,..,100,100,..,..,13.64,..,..,..,..,13.13,..,..,..,..,-9999,0,-9999,-8888,-8888,-9999,-9999,-8888,17.00,100.00000140,-7777,-9999,3,-7777,-7777,-8888,-9999,0.235734,-9999,-9999,-9999,-9999,..,..,..,..,..,..,-2.30,..,..,..,..,..,..,4.61,..,..,..,..,..,-1.45,..,..,..
498,MDA,Moldova,Eastern Europe & Central Asia,2789.44,Middle,3562062,34089.71,1,0,0,,45.21,60.32,38.74,69.16,63.80,39.15,45.07,22.29,8.18,71.74,100.00,..,42.94,69.16,27.60,100,45.28,33.02,53.45,36.69,22.29,8.18,..,..,64.43,86.36,100,100.00,100.00,..,..,90.82,26.43,11.18,1.53,0.0040,15,6.59,90,79,4.10,1.74,-6.444,1.39,-7777,-7777,0.0086,19,1.032,0.00,1.063,-7777,-7777,1594.35,0.66,368.31,1.53,10,21,6.444,0.0000,0.0000,-5.45,2.70,2.81,2.40,3.09,1.48,0.59,1.86,..,-4.69,-7.80,-5.30,-8.56,..,..,7.39,-0.33,5.91
450,MDG,Madagascar,Sub-Saharan Africa,868.92,Lower,20713819,594797.54,0,0,0,,..,32.81,..,38.31,50.07,4.53,..,45.11,31.36,89.39,56.31,43.53,..,38.31,0.15,100,6.57,2.50,..,..,45.11,18.00,35.74,37.12,100,68.18,64.63,66.83,37.46,43.91,43.15,..,..,..,..,0.0182,99,1.31,41,11,-9999,-9999,-0.893,3.06,0.01240664,37.12,-0.0011,15,0.975,0.07,0.978,0.35,0.008659,-9999,-9999,-9999,-9999,59,89,0.893,0.0222,0.0250,-3.99,4.60,2.43,4.09,4.50,..,..,-0.11,-4.39,-7.48,-3.67,-2.59,-3.80,-0.86,-4.75,..,..,..
462,MDV,Maldives,Asia & Pacific,5135.97,Middle,315885,302.02,0,1,0,,..,58.01,..,68.20,33.81,61.82,..,..,75.45,46.11,100.00,53.20,..,68.20,33.81,..,47.45,76.20,..,..,..,0.00,75.47,..,69.16,0.00,..,100.00,100.00,21.08,85.32,..,..,..,..,0.0042,10,-9999,91,98,-9999,-9999,-8888,0.00,0.77748874,-7777,0.0058,0,-8888,0.00,1.000,0.62,0.000084,-9999,-9999,-9999,-9999,9,2,..,0.0000,..,-5.40,2.27,..,2.30,1.10,..,..,..,-0.25,-5.06,..,-5.30,-8.56,-0.38,-9.39,..,..,..
484,MEX,Mexico,Americas,12498.34,Middle,113423047,1959126.88,0,0,0,,49.11,64.07,42.69,72.92,62.68,47.76,32.62,13.05,63.47,45.58,63.22,23.11,40.50,72.92,27.38,97.98,55.59,39.92,27.61,37.63,13.05,63.00,82.77,29.05,29.73,77.27,..,85.95,51.85,24.37,21.85,60.32,45.18,9.79,14.09,0.0033,15,9.98,94,85,20.15,1.65,-14.341,10.71,1.66218553,29.05,0.1374,17,-8888,0.03,0.988,0.57,0.090298,3719.86,0.36,408.40,13.05,6,15,14.341,0.0118,..,-5.63,2.71,2.99,1.95,2.77,3.02,0.55,2.66,0.51,-1.98,..,-3.35,-4.42,-0.44,-2.40,8.23,-0.90,6.01
584,MHL,Marshall Islands,Asia & Pacific,2377.25,Middle,54038,409.91,0,1,0,,..,..,..,..,14.76,41.70,..,..,45.57,0.00,100.00,50.00,..,..,14.76,..,55.59,27.80,..,..,..,21.82,45.57,..,..,0.00,..,..,100.00,0.00,100.00,..,..,..,..,-9999,36,-9999,94,73,-9999,-9999,-8888,3.71,0.03454039,-7777,-9999,0,-7777,-7777,1.000,1.00,0.000000,-9999,-9999,-9999,-9999,6,27,..,0.0000,..,..,3.59,..,1.95,3.33,..,..,..,-3.37,..,..,..,-8.56,0.07,-18.62,..,..,..
807,MKD,Macedonia,Eastern Europe & Central Asia,8733.75,Middle,2060563,25250.25,1,0,0,,46.96,73.78,35.47,82.39,57.27,73.08,20.43,19.82,28.18,44.29,98.13,..,34.28,82.39,14.55,100,100,46.16,20.49,20.36,19.82,28.18,..,..,48.25,36.36,100.00,94.40,100.00,..,..,56.94,31.80,2.88,18.60,0.0020,37,5.88,100,89,30.93,4.04,-7.985,4.79,-7777,-7777,0.0318,8,1.198,0.02,1.024,-7777,-7777,4083.28,0.56,682.47,18.60,0,11,7.985,0.0000,0.0000,-6.07,3.60,2.77,0.00,2.48,3.44,1.41,2.08,..,-3.43,-7.80,-3.69,-8.56,..,..,8.32,-0.50,6.53
466,MLI,Mali,Sub-Saharan Africa,954.98,Lower,15369809,1257152.49,1,0,0,,..,13.46,..,3.55,35.41,11.34,..,35.77,14.29,49.84,76.68,..,..,3.55,0.29,70.54,13.13,9.55,..,..,35.77,14.29,..,..,74.77,0.00,100.00,100.00,30.05,..,..,..,..,..,..,0.0955,98,15.64,56,36,-9999,-9999,-2.006,2.43,-7777,-7777,0.0035,0,1.286,0.01,0.969,-7777,-7777,-9999,-9999,-9999,-9999,44,64,2.006,0.0307,0.0000,-2.35,4.59,3.24,3.81,4.17,..,..,0.70,..,-5.50,-7.80,-4.20,-3.48,..,..,..,..,..
470,MLT,Malta,Europe,22102.13,Upper,412961,326.16,0,1,0,,48.51,91.20,30.22,82.39,100.00,100.00,23.56,12.30,44.09,14.81,100.00,34.66,32.29,82.39,100,..,100,100,14.36,32.76,12.30,99.18,43.74,..,22.22,0.00,100.00,..,..,43.70,25.63,43.65,48.59,0.00,0.00,0.0020,0,-9999,100,100,44.71,2.13,-15.309,16.86,0.02853260,-7777,0.2476,0,1.000,-7777,-9999,0.35,0.059564,5892.67,0.32,849.10,0.00,0,0,15.309,..,0.0000,-6.07,-2.30,..,0.00,0.00,3.81,0.79,2.73,-3.56,-1.39,-7.80,..,..,-0.85,-2.82,8.69,-1.00,6.74
